CustomerName,CustomerPhone,DueDate,GovId,Id,InterestRate,MetalType,PrincipalAmount,ProductDescription,Purity,StartDate,Status,TotalRepaid,Weight
Manoj Gupta,9852760490,2025-01-21,2UGICQUNOT,L-00771,1.85,GOLD,72765,Gold Bangles (4 pcs),22K,2023-06-17,ACTIVE,11361,26.79
Rekha Gupta,9963912415,2025-01-09,TD6LBEC43T,L-00772,2.38,GOLD,408409,Gold Earrings,22K,2025-08-20,ACTIVE,95116,21.32
Amit Das,9938036121,2025-08-29,4PGDP9TQ1D,L-00773,0.87,GOLD,99556,Gold Necklace Set,22K,2024-01-24,ACTIVE,33079,9.95
Priya Kumar,9803433396,2026-10-29,1Z121QGCM8,L-00774,1.55,GOLD,381457,Gold Earrings,22K,2025-05-21,CLOSED,8654,23.14
Ashok Chopra,9602625164,2026-08-09,4VKRSXDCG5,L-00775,0.74,GOLD,274726,Gold Chain (Man),22K,2025-12-03,ACTIVE,109608,27.28
Anita Desai,9424194278,2026-02-08,3XPK26CARN,L-00776,2.06,GOLD,71466,Gold Bangles (4 pcs),22K,2024-02-25,ACTIVE,1303,4.83
Rekha Mehta,9785142589,2026-10-18,16G1QK6EQQ,L-00777,2.34,GOLD,348980,Gold Ring,22K,2024-06-24,ACTIVE,24008,23.78
Suresh Shah,9900401407,2026-05-14,ERXQI1HZP6,L-00778,1.78,GOLD,193231,Gold Bangles (4 pcs),22K,2025-11-04,ACTIVE,1184,22.26
Sanjay Sharma,9641865349,2026-12-19,CQTTE0CBBZ,L-00779,0.55,GOLD,353790,Gold Bangles (4 pcs),22K,2025-03-14,ACTIVE,173118,22.12
Vikram Singh,9274986596,2025-09-25,W3I520S1X2,L-00780,2.03,GOLD,132584,Gold Ring,22K,2023-01-29,ACTIVE,1315,8.19
Suresh Patel,9965921241,2026-10-24,HHNQ0FYKFS,L-00781,0.81,GOLD,147367,Gold Necklace Set,22K,2025-12-19,ACTIVE,14739,24.86
Sita Mehta,9920592351,2026-01-08,XJ63XV6QXY,L-00782,1.43,GOLD,155575,Gold Bracelet,22K,2025-11-29,ACTIVE,7866,3.56
Lata Shah,9408167369,2025-10-16,XN2JTWK5LF,L-00783,2.49,GOLD,315496,Gold Chain (Man),22K,2024-03-30,OVERDUE,120583,10.29
Priya Sharma,9236805625,2026-07-23,0TDNI2ECUI,L-00784,0.78,GOLD,258444,Gold Chain (Man),22K,2024-09-14,ACTIVE,5056,28.34
Lata Modi,9136510188,2025-03-10,KMKOKGNI8I,L-00785,1.97,GOLD,291965,Gold Chain (Man),22K,2024-04-15,CLOSED,59193,7.07
Amit Singh,9688799124,2026-01-31,AUMIO67YK1,L-00786,2.15,GOLD,439838,Gold Bangles (4 pcs),22K,2024-10-09,ACTIVE,113279,31.93
Priya Iyer,9219992898,2026-05-05,MHS309H1RX,L-00787,2.14,GOLD,327018,Gold Bangles (4 pcs),22K,2024-08-21,ACTIVE,67132,31.21
Neha Singh,9477442857,2025-10-19,JMAT7NMU84,L-00788,1.72,GOLD,476556,Gold Bracelet,22K,2023-05-05,OVERDUE,196357,10.57
Pooja Verma,9371901829,2025-06-04,0FP9O9QMG3,L-00789,1.80,GOLD,130824,Gold Ring,22K,2025-04-13,ACTIVE,3987,18.22
Meena Gupta,9246390984,2026-02-21,LLETMVNF99,L-00790,1.06,GOLD,174824,Gold Earrings,22K,2024-10-05,ACTIVE,66605,7.2
Nitin Bose,9761944033,2025-06-29,DB7OTIB54H,L-00791,1.47,GOLD,197801,Gold Earrings,22K,2025-04-01,OVERDUE,14110,6.67
Rekha Verma,9171393088,2025-03-14,EQPFDFL4C5,L-00792,0.68,GOLD,454939,Gold Bracelet,22K,2025-10-25,ACTIVE,197692,5.11
Rekha Mehta,9785142589,2026-11-01,HL9OT4UWHS,L-00793,1.83,GOLD,94726,Gold Bangles (4 pcs),22K,2023-01-07,OVERDUE,41478,18.41
Anita Desai,9534211074,2026-06-28,GEO3YGO7QZ,L-00794,0.64,GOLD,333305,Gold Bangles (4 pcs),22K,2024-05-14,ACTIVE,39610,19.15
Priya Gupta,9700417217,2026-11-25,H6V81Y9YMT,L-00795,1.08,GOLD,77141,Gold Bangles (4 pcs),22K,2024-06-23,ACTIVE,13927,22.05
Anjali Nair,9770315063,2025-06-11,CSXMR862LC,L-00796,1.41,GOLD,266074,Gold Ring,22K,2023-04-09,ACTIVE,83888,31.28
Manoj Agarwal,9547207840,2026-02-21,ZHU1FILA8B,L-00797,1.45,GOLD,361774,Gold Chain (Man),22K,2025-03-29,CLOSED,177993,11.8
Pooja Verma,9178486323,2026-11-11,AVE8FGYNFA,L-00798,0.54,GOLD,238276,Gold Bangles (4 pcs),22K,2025-08-22,OVERDUE,38946,20.74
Pooja Jain,9514578758,2026-04-23,UZZA0C0UV1,L-00799,1.25,GOLD,161798,Gold Chain (Man),22K,2024-01-08,CLOSED,18704,24.09
Rajesh Kumar,9595735648,2026-03-07,P1J2SVKDRD,L-00800,0.80,GOLD,225605,Gold Bangles (4 pcs),22K,2023-11-06,ACTIVE,77245,28.48
Anjali Desai,9193938104,2026-05-01,SD47CJU073,L-00801,1.26,GOLD,32051,Gold Bracelet,22K,2024-11-14,CLOSED,12699,13.54
Nitin Trivedi,9839653681,2026-11-03,RDE3DOE630,L-00802,2.47,GOLD,499492,Gold Necklace Set,22K,2024-12-19,ACTIVE,1345,4.94
Rohit Iyer,9704165549,2025-07-07,N5CX6WO14R,L-00803,1.88,GOLD,103070,Gold Ring,22K,2025-11-09,CLOSED,23082,7.9
Rohit Shah,9724704068,2026-02-22,XTYRT9H2CU,L-00804,2.34,GOLD,445829,Gold Chain (Man),22K,2023-02-17,CLOSED,152583,16.29
Manoj Patel,9843857843,2026-09-09,RFLUQH3EC9,L-00805,1.51,GOLD,346502,Gold Bracelet,22K,2024-06-09,CLOSED,39962,24.67
Neha Agarwal,9711906321,2026-12-14,JNQTISVG1D,L-00806,0.86,GOLD,207720,Gold Earrings,22K,2025-01-05,ACTIVE,36497,15.31
Pooja Patel,9863266786,2026-08-14,2GE3TMP1SA,L-00807,1.19,GOLD,11173,Gold Bangles (4 pcs),22K,2023-12-19,ACTIVE,1260,27.85
Lata Das,9434629923,2026-04-15,SIVPR69EEO,L-00808,2.04,GOLD,287192,Gold Chain (Man),22K,2024-10-19,ACTIVE,93569,14.78
Neha Bose,9220880459,2026-07-16,WBKFXHS1WG,L-00809,1.20,GOLD,42925,Gold Ring,22K,2024-12-03,ACTIVE,18005,3.11
Ashok Modi,9519825947,2026-08-03,ZMMAI4BT3J,L-00810,1.28,GOLD,402756,Gold Chain (Man),22K,2023-04-23,ACTIVE,33969,31.79
Meena Chopra,9818664914,2026-07-10,37AQOMFI9L,L-00811,2.26,GOLD,340826,Gold Ring,22K,2024-10-07,ACTIVE,62538,14.86
Anita Shah,9804788047,2025-11-06,US1GXOX6B4,L-00812,1.31,GOLD,485563,Gold Ring,22K,2023-10-10,ACTIVE,54888,24.34
Pooja Das,9673653307,2026-02-09,N9T7X58HRH,L-00813,0.99,GOLD,401708,Gold Ring,22K,2025-06-01,CLOSED,190966,4.82
Sanjay Agarwal,9214111192,2025-07-06,K86TKHVHNN,L-00814,0.97,GOLD,499665,Gold Ring,22K,2024-10-08,OVERDUE,13224,13.55
Manoj Chopra,9769293657,2025-10-01,URD7YN08EW,L-00815,1.45,GOLD,303306,Gold Necklace Set,22K,2024-12-25,ACTIVE,69194,22.63
Deepak Reddy,9701547043,2025-10-09,LG7J8ZIH13,L-00816,1.91,GOLD,295695,Gold Bangles (4 pcs),22K,2023-01-09,CLOSED,18656,4.87
Pooja Agarwal,9680783452,2025-06-17,1KXJP10M9N,L-00817,2.42,GOLD,25489,Gold Bangles (4 pcs),22K,2023-01-31,OVERDUE,9917,29.47
Swati Agarwal,9203738646,2025-06-28,12WWA1AULQ,L-00818,2.24,GOLD,257994,Gold Bracelet,22K,2025-11-01,CLOSED,104157,2.03
Vikram Bose,9142592385,2025-09-10,EMHCTFITOH,L-00819,0.64,GOLD,417885,Gold Necklace Set,22K,2025-10-04,CLOSED,62980,25.81
Rohit Nair,9867262639,2025-03-18,4KZHRFW3PX,L-00820,0.76,GOLD,38135,Gold Ring,22K,2023-08-23,ACTIVE,7719,17.95
Rajesh Shah,9769493657,2025-09-17,9DPBEEOL31,L-00821,0.66,GOLD,352964,Gold Ring,22K,2025-12-08,OVERDUE,91068,7.73
Arun Mehta,9414864670,2025-10-05,J3QAABCUCO,L-00822,1.62,GOLD,490700,Gold Bracelet,22K,2023-09-11,OVERDUE,167282,25.62
Manoj Modi,9287269947,2025-10-25,VPG5QB8FIL,L-00823,1.03,GOLD,287197,Gold Bangles (4 pcs),22K,2023-08-23,CLOSED,33077,17.46
Vikram Singh,9953302889,2025-05-28,Z62D8XYE90,L-00824,1.07,GOLD,301452,Gold Chain (Man),22K,2024-07-10,CLOSED,44285,11.41
Nitin Patel,9846308568,2026-01-20,L3ESIWQ9JM,L-00825,2.30,GOLD,188322,Gold Ring,22K,2023-12-25,CLOSED,56181,17.59
Sunita Reddy,9417699850,2026-01-02,6LXT2XOT0M,L-00826,1.16,GOLD,478993,Gold Ring,22K,2025-10-15,CLOSED,128797,10.53
Arun Pillai,9299547920,2026-08-17,IZHSEY617T,L-00827,2.36,GOLD,305981,Gold Earrings,22K,2025-12-26,OVERDUE,29775,2.24
Gaurav Pillai,9242831750,2025-10-10,B88B8GKJGG,L-00828,1.77,GOLD,83529,Gold Bangles (4 pcs),22K,2025-12-07,CLOSED,23221,23.77
Vikram Mehta,9891447114,2025-08-11,0MFJUCGBOQ,L-00829,1.85,GOLD,17573,Gold Chain (Man),22K,2023-01-11,ACTIVE,7659,7.98
Ashok Desai,9337037881,2025-12-01,CSO8Q4B39U,L-00830,2.05,GOLD,404684,Gold Bangles (4 pcs),22K,2024-09-07,CLOSED,60698,18.3
Kavita Pillai,9285572269,2025-10-31,G4BQZ9N19J,L-00831,0.54,GOLD,289973,Gold Chain (Man),22K,2024-06-15,ACTIVE,128590,25.15
Pooja Nair,9286592221,2025-05-27,Y980XGYXP3,L-00832,2.30,GOLD,223421,Gold Bangles (4 pcs),22K,2023-10-24,ACTIVE,104181,17.83
Deepak Desai,9436863927,2026-11-21,0W9E2C2BGJ,L-00833,2.34,GOLD,315560,Gold Bangles (4 pcs),22K,2024-02-20,ACTIVE,43364,28.08
Sanjay Reddy,9794767354,2025-09-15,4B9XKAU8S8,L-00834,0.83,GOLD,238177,Gold Earrings,22K,2024-08-17,CLOSED,50273,12.15
Ravi Kumar,9175168602,2025-04-12,WB9SO3RCZJ,L-00835,1.82,GOLD,471662,Gold Ring,22K,2024-03-16,OVERDUE,194931,29.68
Meena Modi,9167177947,2026-06-18,HPX0G4YMGW,L-00836,0.80,GOLD,438066,Gold Chain (Man),22K,2023-04-24,CLOSED,195688,27.12
Suresh Nair,9148339214,2025-03-16,RZ0H703DH8,L-00837,1.49,GOLD,127266,Gold Earrings,22K,2024-05-29,ACTIVE,4540,19.08
Neha Das,9145841900,2026-08-30,RSK79MB5OD,L-00838,2.04,GOLD,433322,Gold Chain (Man),22K,2025-05-04,ACTIVE,107925,22.67
Ashok Chopra,9586162498,2025-04-30,UXZ36R3MXJ,L-00839,1.73,GOLD,283683,Gold Necklace Set,22K,2024-03-16,ACTIVE,63866,11.65
Amit Shah,9163145080,2025-05-29,K4WM54ZYPW,L-00840,1.39,GOLD,332313,Gold Ring,22K,2024-11-06,ACTIVE,100129,17.46
Vikram Iyer,9171980802,2025-04-07,7BQLAG7BFQ,L-00841,0.98,GOLD,481968,Gold Bangles (4 pcs),22K,2025-11-21,OVERDUE,10820,18.04
Anita Singh,9496521513,2025-12-12,W73UBOBA4B,L-00842,1.38,GOLD,428458,Gold Necklace Set,22K,2024-10-24,OVERDUE,115970,9.31
Rekha Trivedi,9684388807,2026-05-07,EJM22I9JMW,L-00843,2.26,GOLD,294429,Gold Bracelet,22K,2025-03-29,ACTIVE,135858,13.98
Amit Patel,9630396526,2025-09-07,GZECPZ3U5J,L-00844,1.45,GOLD,408354,Gold Bracelet,22K,2025-07-04,ACTIVE,7474,20.63
Ashok Verma,9154988668,2025-03-11,H4MVT61P2I,L-00845,1.94,GOLD,291312,Gold Ring,22K,2024-05-14,ACTIVE,128612,19.09
Sunita Mehta,9718813768,2025-11-17,9ZNJHI972S,L-00846,1.87,GOLD,158406,Gold Earrings,22K,2024-09-30,CLOSED,17167,25.42
Lata Kumar,9143820811,2026-02-15,I0BZYFY7DS,L-00847,1.41,GOLD,159469,Gold Ring,22K,2025-06-24,ACTIVE,35230,14.28
Deepak Reddy,9167369895,2026-04-02,MGENR6ST3L,L-00848,0.57,GOLD,161176,Gold Bangles (4 pcs),22K,2025-08-16,ACTIVE,10062,2.83
Anita Shah,9702901181,2025-02-23,5V95NO1L99,L-00849,0.65,GOLD,490609,Gold Earrings,22K,2023-12-17,ACTIVE,14811,5.78
Meena Reddy,9358272331,2026-02-09,GZD2T9GAAF,L-00850,1.22,GOLD,260716,Gold Bracelet,22K,2024-09-10,ACTIVE,32934,13.13
Rekha Nair,9243887516,2026-05-09,LNXGHTOVIA,L-00851,0.60,GOLD,252725,Gold Earrings,22K,2023-07-10,OVERDUE,76408,24.1
Rohit Iyer,9340321040,2025-05-11,1KL57H3629,L-00852,1.68,GOLD,491906,Gold Bangles (4 pcs),22K,2024-07-23,ACTIVE,123708,8.72
Vikram Singh,9815089958,2026-04-15,BT7P0VT69I,L-00853,1.99,GOLD,458378,Gold Earrings,22K,2024-05-24,ACTIVE,220077,20.97
Pooja Mehta,9212096258,2026-07-21,UVBDTL7SBG,L-00854,1.87,GOLD,282218,Gold Necklace Set,22K,2024-08-28,ACTIVE,78492,6.7
Neha Sharma,9585266406,2025-06-08,YMNEA1SLR9,L-00855,1.30,GOLD,310699,Gold Chain (Man),22K,2024-12-25,ACTIVE,43035,10.03
Nitin Shah,9755409562,2025-06-18,8NH46AA14X,L-00856,1.51,GOLD,180823,Gold Bracelet,22K,2023-05-23,ACTIVE,472,26.16
Gaurav Patel,9430362562,2025-10-17,SA6ZSCPAB9,L-00857,0.72,GOLD,397137,Gold Earrings,22K,2024-05-28,ACTIVE,14540,25.04
Priya Das,9403690488,2026-06-09,5C5MEFO6X3,L-00858,1.43,GOLD,111036,Gold Necklace Set,22K,2025-12-14,CLOSED,14576,24.57
Manoj Jain,9246474294,2026-10-02,0OVPCZZXQO,L-00859,0.95,GOLD,16376,Gold Bracelet,22K,2024-08-07,ACTIVE,3848,14.98
Anjali Patel,9891226561,2025-10-03,DSMU34LM4T,L-00860,1.14,GOLD,50013,Gold Earrings,22K,2024-08-15,OVERDUE,367,21.55
Suresh Reddy,9947077811,2025-11-24,7F87LSVMHG,L-00861,2.29,GOLD,450764,Gold Ring,22K,2023-11-21,ACTIVE,89274,13.31
Sunita Agarwal,9835912586,2025-03-22,SJHH4RA0OY,L-00862,1.97,GOLD,337489,Gold Earrings,22K,2024-04-24,CLOSED,76101,17.6
Neha Iyer,9148945765,2025-09-23,ET2F9VM25Z,L-00863,1.01,GOLD,423613,Gold Bracelet,22K,2025-10-23,ACTIVE,69655,13.87
Anita Chopra,9389393478,2025-08-31,JIF3YIRCFJ,L-00864,0.65,GOLD,177919,Gold Bracelet,22K,2023-11-25,OVERDUE,72749,8.69
Meena Kumar,9531099315,2025-06-21,X2SA0V10J1,L-00865,2.32,GOLD,157560,Gold Bangles (4 pcs),22K,2025-06-18,ACTIVE,24556,25.12
Meena Nair,9928670787,2026-07-28,ZUQAR3NEY4,L-00866,1.49,GOLD,277345,Gold Ring,22K,2025-06-04,ACTIVE,57521,30.03
Gaurav Iyer,9890060616,2025-08-05,7HIRK9Z6OL,L-00867,1.23,GOLD,467619,Gold Ring,22K,2024-12-05,CLOSED,64769,6.94
Vikram Desai,9692606233,2026-07-08,BBV2BAVDJN,L-00868,1.50,GOLD,322070,Gold Earrings,22K,2025-01-09,OVERDUE,86443,11.44
Nitin Jain,9129905597,2026-06-03,U8VYMSD4VV,L-00869,2.06,GOLD,240845,Gold Chain (Man),22K,2025-06-23,OVERDUE,63011,24.77
Gaurav Bose,9543024854,2026-12-28,F2TT226PZL,L-00870,1.57,GOLD,290556,Gold Bracelet,22K,2023-05-29,OVERDUE,86677,27.81
Arun Das,9420884117,2025-08-17,WHLZ1I4CJ0,L-00871,2.14,GOLD,338127,Gold Chain (Man),22K,2024-01-15,ACTIVE,19647,4.36
Sanjay Verma,9838806129,2025-05-15,HF8ZPT2K9X,L-00872,2.43,GOLD,313913,Gold Bangles (4 pcs),22K,2025-10-30,ACTIVE,70702,17.15
Sita Shah,9401186769,2025-10-18,NM740GK7TG,L-00873,0.84,GOLD,281025,Gold Necklace Set,22K,2023-02-05,OVERDUE,570,23.83
Manoj Shah,9868061191,2026-02-05,QXJQY59XM6,L-00874,2.27,GOLD,77271,Gold Bracelet,22K,2024-02-03,ACTIVE,9951,22.59
Rekha Singh,9125930262,2025-05-23,8J422H8B3F,L-00875,0.80,GOLD,224596,Gold Chain (Man),22K,2025-05-15,ACTIVE,14298,22.33
Vikram Kumar,9328211986,2025-04-27,ZZEE7834OW,L-00876,1.43,GOLD,101038,Gold Bangles (4 pcs),22K,2024-12-19,ACTIVE,4905,4.38
Deepak Agarwal,9371109466,2026-08-15,523G0ONB1E,L-00877,0.68,GOLD,243885,Gold Bangles (4 pcs),22K,2024-12-28,ACTIVE,49917,15.75
Neha Reddy,9595624373,2025-05-30,ODMNXHPVG2,L-00878,0.57,GOLD,119612,Gold Bracelet,22K,2023-06-26,ACTIVE,27280,11.72
Ravi Pillai,9365037530,2025-09-18,8UI3LQILA6,L-00879,1.80,GOLD,87002,Gold Ring,22K,2023-09-18,OVERDUE,28114,4.3
Swati Pillai,9711724919,2026-03-07,XW7A7K2MD9,L-00880,1.20,GOLD,395442,Gold Earrings,22K,2023-03-24,OVERDUE,132409,18.04
Gaurav Bose,9748878235,2025-05-23,A6RWIIAXIY,L-00881,1.68,GOLD,47993,Gold Chain (Man),22K,2023-04-29,ACTIVE,2244,27.07
Ravi Modi,9450273683,2025-10-06,KD8HSA31JH,L-00882,1.36,GOLD,365137,Gold Earrings,22K,2024-09-30,ACTIVE,74142,31.84
Arun Bose,9380893166,2026-09-30,BI3CTRVVPT,L-00883,1.42,GOLD,14024,Gold Earrings,22K,2025-02-24,ACTIVE,2274,29.42
Neha Shah,9302690010,2025-01-18,C9EWD34YH5,L-00884,2.14,GOLD,148829,Gold Ring,22K,2024-11-13,ACTIVE,42639,20.79
Priya Bose,9957567729,2026-07-22,8DZG5W74C3,L-00885,0.96,GOLD,373738,Gold Bangles (4 pcs),22K,2025-10-10,ACTIVE,77281,13.51
Swati Nair,9846694771,2025-07-22,SWXIGBOXL4,L-00886,1.29,GOLD,286346,Gold Ring,22K,2025-04-11,OVERDUE,26924,2.77
Deepak Nair,9533531463,2026-02-27,65R39282CA,L-00887,0.76,GOLD,384017,Gold Bangles (4 pcs),22K,2025-04-13,OVERDUE,156813,7.55
Manoj Verma,9675111847,2026-07-04,HFQWMPP94R,L-00888,1.69,GOLD,222477,Gold Bangles (4 pcs),22K,2025-07-28,CLOSED,74527,28.46
Ravi Nair,9951518570,2025-12-24,SD7LP6YMTT,L-00889,1.28,GOLD,80034,Gold Chain (Man),22K,2023-05-23,ACTIVE,25991,13.14
Priya Modi,9202937313,2026-09-09,QW2GK8H1RK,L-00890,2.18,GOLD,274088,Gold Bracelet,22K,2024-07-27,ACTIVE,96465,17.42
Nitin Nair,9865836742,2026-12-10,02G5IG8HCA,L-00891,2.44,GOLD,166945,Gold Ring,22K,2023-03-25,CLOSED,43906,31.33
Anjali Sharma,9234894361,2026-04-10,180J0IBPV9,L-00892,1.44,GOLD,42689,Gold Ring,22K,2025-09-17,OVERDUE,9971,12.45
Lata Iyer,9299967123,2025-03-01,48OF7AP5SO,L-00893,1.05,GOLD,117066,Gold Necklace Set,22K,2024-03-05,ACTIVE,22457,27.38
Nitin Desai,9630141720,2026-06-11,JJZBX1OQ82,L-00894,0.85,GOLD,369827,Gold Bracelet,22K,2025-08-06,CLOSED,133049,27.26
Ashok Pillai,9565524512,2025-05-21,XS4BGU8PIH,L-00895,0.98,GOLD,114857,Gold Ring,22K,2025-02-08,ACTIVE,39828,22.87
Pooja Das,9103402018,2025-10-04,CST27S838Y,L-00896,1.26,GOLD,56659,Gold Ring,22K,2024-10-06,ACTIVE,710,7.09
Sanjay Patel,9405453982,2025-09-09,RAFJIKEV0K,L-00897,2.30,GOLD,428235,Gold Chain (Man),22K,2023-01-03,ACTIVE,64298,16.45
Vikram Sharma,9715488824,2026-07-16,WG7RIVB07T,L-00898,2.46,GOLD,63702,Gold Necklace Set,22K,2025-01-02,ACTIVE,20374,9.62
Ravi Das,9530013206,2026-10-18,O7A36IAHWH,L-00899,1.11,GOLD,409674,Gold Ring,22K,2024-02-07,ACTIVE,126551,21.3
Swati Patel,9766232240,2026-02-12,OZHEOMBMWB,L-00900,1.37,GOLD,145806,Gold Bangles (4 pcs),22K,2023-06-12,OVERDUE,25973,26.51
Pooja Singh,9649069515,2026-07-08,2SMXJLM38K,L-00901,2.34,GOLD,313657,Gold Necklace Set,22K,2025-02-25,OVERDUE,105319,30.67
Ravi Mehta,9128879926,2026-06-11,AH53E7IICM,L-00902,1.25,GOLD,131558,Gold Chain (Man),22K,2023-08-29,ACTIVE,64738,19.65
Priya Chopra,9299895134,2025-04-11,Z10J4UATDX,L-00903,0.81,GOLD,408926,Gold Ring,22K,2024-11-22,ACTIVE,57647,4.67
Ravi Bose,9979818213,2026-06-17,ZCZ08DGZXN,L-00904,2.05,GOLD,38887,Gold Chain (Man),22K,2025-12-30,OVERDUE,19003,19.3
Anjali Agarwal,9861421342,2025-07-07,DN3DJ18WY8,L-00905,0.59,GOLD,74820,Gold Bracelet,22K,2024-12-01,CLOSED,32204,30.12
Anita Iyer,9937619809,2025-07-25,L66M165F9G,L-00906,2.21,GOLD,241805,Gold Necklace Set,22K,2023-08-23,ACTIVE,47974,23.1
Arun Verma,9402463327,2026-11-18,SLQXM2U050,L-00907,1.17,GOLD,49796,Gold Bracelet,22K,2024-10-27,OVERDUE,10049,23.69
Anita Bose,9986848644,2026-04-12,DM6OARET7N,L-00908,2.25,GOLD,227737,Gold Chain (Man),22K,2024-07-29,CLOSED,71157,10.88
Ravi Patel,9863052404,2026-05-28,3Y2B336JOP,L-00909,1.99,GOLD,38380,Gold Bracelet,22K,2023-08-02,ACTIVE,15115,11.33
Lata Verma,9397060125,2025-11-01,EATA5MWJ53,L-00910,0.71,GOLD,46570,Gold Earrings,22K,2025-06-13,CLOSED,9455,20.85
Sunita Trivedi,9981014080,2026-10-20,HN415LG9ZO,L-00911,1.04,GOLD,235025,Gold Ring,22K,2023-06-09,OVERDUE,4036,19.14
Kavita Reddy,9498786280,2025-05-11,ARV2VD6AEA,L-00912,2.39,GOLD,412395,Gold Necklace Set,22K,2025-12-17,ACTIVE,35804,20.64
Neha Shah,9617911369,2025-09-25,R5L8CPBOAQ,L-00913,1.94,GOLD,401704,Gold Chain (Man),22K,2023-02-10,CLOSED,55220,4.15
Sita Patel,9880729944,2026-10-31,V8PODCDJE6,L-00914,1.53,GOLD,166234,Gold Bracelet,22K,2024-11-17,ACTIVE,70011,10.86
Sanjay Das,9477712835,2026-01-01,EBEI40H3NM,L-00915,0.93,GOLD,285729,Gold Earrings,22K,2023-04-19,ACTIVE,80762,24.47
Ashok Modi,9715532202,2025-08-12,YYBFLJFALL,L-00916,1.68,GOLD,95273,Gold Ring,22K,2024-09-13,ACTIVE,12099,13.13
Suresh Mehta,9982164962,2025-07-21,01CNJNORGY,L-00917,2.43,GOLD,404507,Gold Ring,22K,2025-06-10,ACTIVE,33233,30.13
Pooja Kumar,9959706638,2026-12-11,BH9QYEH7BZ,L-00918,1.71,GOLD,316215,Gold Bangles (4 pcs),22K,2024-02-20,CLOSED,27606,13.38
Sanjay Trivedi,9886694463,2026-03-25,8BVHF7S9GU,L-00919,1.53,GOLD,232358,Gold Chain (Man),22K,2023-03-22,ACTIVE,80762,15.14
Neha Bose,9220880459,2025-12-14,QHJK6XYAGT,L-00920,0.77,GOLD,464975,Gold Chain (Man),22K,2023-04-15,CLOSED,10705,26.21
Manoj Verma,9480913501,2026-12-11,QKWQTPBRNE,L-00921,1.72,GOLD,14895,Gold Bracelet,22K,2023-08-17,ACTIVE,7035,18.38
Rohit Verma,9424220202,2026-10-03,91UZNGQRVY,L-00922,1.33,GOLD,39127,Gold Necklace Set,22K,2023-12-15,CLOSED,12517,26.58
Anjali Sharma,9626954577,2025-09-03,8305EWAUCV,L-00923,2.46,GOLD,283115,Gold Necklace Set,22K,2025-06-07,ACTIVE,2063,6.26
Lata Iyer,9157766068,2026-01-30,4LXGCJNK0M,L-00924,1.22,GOLD,172934,Gold Necklace Set,22K,2025-05-16,ACTIVE,57482,31.23
Gaurav Kumar,9802439868,2025-12-19,3BCV399OFI,L-00925,1.88,GOLD,356345,Gold Earrings,22K,2023-01-23,ACTIVE,11566,23.81
Sanjay Pillai,9419115592,2025-06-07,2DO3GT58TP,L-00926,1.72,GOLD,169706,Gold Earrings,22K,2024-12-21,ACTIVE,48649,18.12
Gaurav Kumar,9272524842,2025-01-22,DCGLOFPQK6,L-00927,1.85,GOLD,41985,Gold Bracelet,22K,2025-01-27,CLOSED,12464,24.01
Rohit Modi,9176994960,2026-11-29,TUE8S4RSSV,L-00928,1.45,GOLD,188061,Gold Earrings,22K,2024-09-11,CLOSED,23353,31.61
Arun Shah,9532472578,2026-11-27,89LQZGC10F,L-00929,1.30,GOLD,48962,Gold Ring,22K,2023-04-27,CLOSED,5383,29.57
Priya Sharma,9187545421,2026-07-29,SF92B2ZL3K,L-00930,0.97,GOLD,341499,Gold Necklace Set,22K,2025-01-26,ACTIVE,127397,26.97
Swati Kumar,9545055949,2025-02-13,C4OBOY84V3,L-00931,1.71,GOLD,293225,Gold Ring,22K,2024-04-30,CLOSED,9014,13.94
Neha Shah,9623504317,2025-06-02,8YIC2VFTVE,L-00932,2.38,GOLD,306595,Gold Bracelet,22K,2025-09-11,CLOSED,18774,28.79
Lata Nair,9225508806,2025-11-08,57JULTD7JF,L-00933,2.00,GOLD,419750,Gold Bracelet,22K,2023-06-15,ACTIVE,108223,30.94
Suresh Das,9167970000,2025-12-11,0LGKBN74W4,L-00934,0.62,GOLD,476152,Gold Ring,22K,2023-04-04,ACTIVE,220033,8.57
Kavita Iyer,9782460335,2026-02-11,D8XFS60L2A,L-00935,1.00,GOLD,476337,Gold Chain (Man),22K,2024-05-12,OVERDUE,217422,15.85
Ravi Jain,9186069483,2026-02-23,XKGKUA0OIG,L-00936,0.65,GOLD,482772,Gold Ring,22K,2024-11-05,OVERDUE,218036,28.65
Rajesh Sharma,9372760203,2026-01-18,04E3NDGJ0U,L-00937,1.05,GOLD,185212,Gold Bangles (4 pcs),22K,2024-11-25,ACTIVE,48793,10.23
Priya Mehta,9350783245,2026-01-01,DFZ59Q6HRY,L-00938,1.04,GOLD,50451,Gold Earrings,22K,2024-11-27,OVERDUE,7638,2.41
Lata Desai,9820409754,2025-07-06,182GHQLZAZ,L-00939,0.80,GOLD,201643,Gold Earrings,22K,2025-10-02,ACTIVE,50804,8.54
Rajesh Shah,9769493657,2026-05-04,C9EU3F1NPV,L-00940,2.35,GOLD,458844,Gold Bangles (4 pcs),22K,2023-11-03,ACTIVE,91343,29.47
Swati Modi,9500561168,2025-07-16,J4A6W40ZXW,L-00941,2.38,GOLD,203775,Gold Bangles (4 pcs),22K,2025-01-27,OVERDUE,51102,19.58
